2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05
0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05
2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05
0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05
2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05
0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05
2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,0.056602,1.95e-05,0.114604,1.95e-05,0.056602,1.95e-05
0.0908905,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0908905,0.056602,0.199069,0.171178,0.287772,0.171178,0.199069,0.056602
0.215018,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,0.215018,0.221751,0.751066,0.575131,1.08402,0.575131,0.751066,0.221751
0.441338,0.215018,0.0999894,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0999894,0.215018,0.441338,0.909482,1.1746,1.66391,1.5951,1.66391,1.1746,0.909482
0.800358,0.169501,0.0617164,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,0.0617164,0.169501,0.800358,1.01035,2.21892,2.0547,2.9979,2.0547,2.21892,1.01035
1.00772,0.647056,0.20689,0.0617164,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,0.0617164,0.20689,0.647056,1.00772,2.10979,2.44389,3.55291,3.2147,3.55291,2.44389,2.10979
1.17071,0.338983,0.123406,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,0.123406,0.338983,1.17071,1.57723,3.04888,2.95917,4.05693,2.95917,3.04888,1.57723
1.00772,0.647056,0.20689,0.0617164,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,0.0617164,0.20689,0.647056,1.00772,2.10979,2.44389,3.55291,3.2147,3.55291,2.44389,2.10979
0.800358,0.169501,0.0617164,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,0.0617164,0.169501,0.800358,1.01035,2.21892,2.0547,2.9979,2.0547,2.21892,1.01035
0.441338,0.215018,0.0999894,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0999894,0.215018,0.441338,0.909482,1.1746,1.66391,1.5951,1.66391,1.1746,0.909482
0.215018,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,0.215018,0.221751,0.751066,0.575131,1.08402,0.575131,0.751066,0.221751
0.0908905,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0908905,0.056602,0.199069,0.171178,0.287772,0.171178,0.199069,0.056602
2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,2.73e-05,1.95e-05,0.056602,1.95e-05,0.114604,1.95e-05,0.056602,1.95e-05
0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05,0.0714156,2.73e-05
