-0.384843,-0.715278,-0.857364,-0.326549,0.248278,0.818115,0.248278,-0.326549,-0.857364,-0.715278,-0.384843,-0.715278,-0.857364,-0.326549,0.248278,0.818115,0.248278,-0.326549,-0.857364,-0.715278
0.978799,0.375107,-0.134848,-0.600806,-0.137191,-0.415909,-0.137191,-0.600806,-0.134848,0.375107,0.978799,0.375107,-0.134848,-0.600806,-0.137191,-0.415909,-0.137191,-0.600806,-0.134848,0.375107
2.18998,1.62326,0.349079,-0.472493,-0.353684,-0.84556,-0.353684,-0.472493,0.349079,1.62326,2.18998,1.62326,0.349079,-0.472493,-0.353684,-0.84556,-0.353684,-0.472493,0.349079,1.62326
2.90901,2.17167,0.829165,-0.598304,-0.699972,0.183582,-0.699972,-0.598304,0.829165,2.17167,2.90901,2.17167,0.829165,-0.598304,-0.699972,0.183582,-0.699972,-0.598304,0.829165,2.17167
2.18998,1.62326,0.349079,-0.472493,-0.353684,-0.84556,-0.353684,-0.472493,0.349079,1.62326,2.18998,1.62326,0.349079,-0.472493,-0.353684,-0.84556,-0.353684,-0.472493,0.349079,1.62326
0.978799,0.375107,-0.134848,-0.600806,-0.137191,-0.415909,-0.137191,-0.600806,-0.134848,0.375107,0.978799,0.375107,-0.134848,-0.600806,-0.137191,-0.415909,-0.137191,-0.600806,-0.134848,0.375107
-0.384843,-0.715278,-0.857364,-0.326549,0.248278,0.818115,0.248278,-0.326549,-0.857364,-0.715278,-0.384843,-0.715278,-0.857364,-0.326549,0.248278,0.818115,0.248278,-0.326549,-0.857364,-0.715278
0.218649,0.254032,0.161887,-0.642542,0.474719,0.845959,0.474719,-0.642542,0.161887,0.254032,0.218649,0.254032,0.161887,-0.642542,0.474719,0.845959,0.474719,-0.642542,0.161887,0.254032
0.17228,0.190075,0.16901,-0.262525,0.306259,0.99533,0.306259,-0.262525,0.16901,0.190075,0.17228,0.190075,0.16901,-0.262525,0.306259,0.99533,0.306259,-0.262525,0.16901,0.190075
0.218649,0.254032,0.161887,-0.642542,0.474719,0.845959,0.474719,-0.642542,0.161887,0.254032,0.218649,0.254032,0.161887,-0.642542,0.474719,0.845959,0.474719,-0.642542,0.161887,0.254032
-0.384843,-0.715278,-0.857364,-0.326549,0.248278,0.818115,0.248278,-0.326549,-0.857364,-0.715278,-0.384843,-0.715278,-0.857364,-0.326549,0.248278,0.818115,0.248278,-0.326549,-0.857364,-0.715278
0.978799,0.375107,-0.134848,-0.600806,-0.137191,-0.415909,-0.137191,-0.600806,-0.134848,0.375107,0.978799,0.375107,-0.134848,-0.600806,-0.137191,-0.415909,-0.137191,-0.600806,-0.134848,0.375107
2.18998,1.62326,0.349079,-0.472493,-0.353684,-0.84556,-0.353684,-0.472493,0.349079,1.62326,2.18998,1.62326,0.349079,-0.472493,-0.353684,-0.84556,-0.353684,-0.472493,0.349079,1.62326
2.90901,2.17167,0.829165,-0.598304,-0.699972,0.183582,-0.699972,-0.598304,0.829165,2.17167,2.90901,2.17167,0.829165,-0.598304,-0.699972,0.183582,-0.699972,-0.598304,0.829165,2.17167
2.18998,1.62326,0.349079,-0.472493,-0.353684,-0.84556,-0.353684,-0.472493,0.349079,1.62326,2.18998,1.62326,0.349079,-0.472493,-0.353684,-0.84556,-0.353684,-0.472493,0.349079,1.62326
0.978799,0.375107,-0.134848,-0.600806,-0.137191,-0.415909,-0.137191,-0.600806,-0.134848,0.375107,0.978799,0.375107,-0.134848,-0.600806,-0.137191,-0.415909,-0.137191,-0.600806,-0.134848,0.375107
-0.384843,-0.715278,-0.857364,-0.326549,0.248278,0.818115,0.248278,-0.326549,-0.857364,-0.715278,-0.384843,-0.715278,-0.857364,-0.326549,0.248278,0.818115,0.248278,-0.326549,-0.857364,-0.715278
0.218649,0.254032,0.161887,-0.642542,0.474719,0.845959,0.474719,-0.642542,0.161887,0.254032,0.218649,0.254032,0.161887,-0.642542,0.474719,0.845959,0.474719,-0.642542,0.161887,0.254032
0.17228,0.190075,0.16901,-0.262525,0.306259,0.99533,0.306259,-0.262525,0.16901,0.190075,0.17228,0.190075,0.16901,-0.262525,0.306259,0.99533,0.306259,-0.262525,0.16901,0.190075
0.218649,0.254032,0.161887,-0.642542,0.474719,0.845959,0.474719,-0.642542,0.161887,0.254032,0.218649,0.254032,0.161887,-0.642542,0.474719,0.845959,0.474719,-0.642542,0.161887,0.254032
